0.001,100,0.10439167962663132,0.012028187993777634,0.008678100009768135
0.005,100,0.4954946604136744,0.05153480784730363,0.03270432177990683
0.01,100,0.8764877641236992,0.08314746624092245,0.038903719572410095
0.05,100,1.0951584545383646,0.11778819639678875,0.012230597868692182
0.1,100,1.096460776799985,0.12789283057292,0.0021268856470108588
0.5,100,1.0964608113924048,0.12861723188588944,0.0014024843340463987
1,100,1.096460811392405,0.12861723232338004,0.001402483896555801
5,100,-7.867686258626868e+55,-1.1559157588160082e+71,-1.155915758816008e+71
10,100,-1.6461661617292313e+177,-2.322363860574046e+192,-2.322363860574046e+192
0.8,70,1.096460811392405,0.12861722913439474,0.001402487085541106
